"StockCode","year","RDSpendSum","RDSpendSumRatio","RDPerson","RDPersonRatio","Amount"
301277,"2020",20619300,4.76,106,15.32,NA
301277,"2021",20589200,4.01,95,13.25,NA
301277,"2022",12304700,3.54,122,16.6,800
301277,"2022",30002237.05,4.78,152,19,800
301277,"2023",51962017.16,7.98,240,23.76,1010
301281,"2019",31089700,10,NA,NA,NA
301281,"2020",27844700,7.59,NA,NA,NA
301281,"2021",24427900,5.8,NA,NA,NA
301281,"2022",10170400,4.54,34,6.6,545
301281,"2022",26967172.89,6.09,36,6.67,545
301281,"2023",43859260.03,9.8,57,9.13,627
301301,"2019",35656500,1.13,NA,NA,NA
301301,"2020",38821200,1.06,NA,NA,NA
301301,"2021",45473400,1.41,NA,NA,NA
301301,"2022",18403300,0.93,119,4.23,2779
301301,"2022",35381740.73,0.93,132,3,2779
301301,"2023",55258054.34,1.15,148,5.14,2881
301331,"2019",4402600,0.71,NA,NA,NA
301331,"2020",4842300,0.76,NA,NA,NA
301331,"2021",4324800,0.64,NA,NA,NA
301331,"2022",7516973.88,1.09,37,2.3,1610
301331,"2023",16816103.7,2.14,32,2.06,1552
301507,"2020",17295900,3.94,NA,NA,NA
301507,"2021",24068200,4.92,NA,NA,NA
301507,"2022",27170100,4.97,61,11.42,NA
301507,"2023",29556457.21,5.08,61,11.49,640
301509,"2020",21172200,4.56,97,NA,NA
301509,"2021",24628100,4.48,87,NA,NA
301509,"2022",25995000,3.63,97,11,NA
301509,"2023",30040192.48,3.92,104,12.87,808
430017,"2023",73184198.6,10.14,74,9,NA
430047,"2017",16585969.44,NA,NA,NA,NA
430047,"2018",20353464.23,197.75,NA,NA,NA
430047,"2018",19450392.19,NA,NA,NA,NA
430047,"2019",33023658,455.39,NA,NA,NA
430047,"2019",31946361.94,NA,NA,NA,NA
430047,"2020",24144415.66,58.27,41,36.81,NA
430047,"2021",43199324.65,75.98,44,32.59,NA
430047,"2022",56404780.15,87.24,47,31.13,NA
430047,"2022",56256123.98,NA,NA,NA,NA
430047,"2023",43492883.81,72.88,57,34.34,NA
430478,"2022",16630553.45,6.43,69,18.9,NA
430478,"2022",10735618.35,NA,NA,NA,NA
430478,"2023",15818099.64,6.99,78,18.4,NA
600056,"2011",9668220,NA,NA,NA,1293
600056,"2012",37784906.45,0.38,NA,NA,NA
600056,"2013",61548041.99,0.42,NA,NA,NA
600056,"2014",70234346.74,0.39,NA,NA,NA
600056,"2015",74078203.13,0.36,196,3.03,NA
600056,"2016",91792414.1,0.36,158,2,NA
600056,"2017",114453064.12,0.38,531,6.7,NA
600056,"2018",174099209.49,0.56,593,6.74,NA
600056,"2019",198171952.21,0.56,353,4.03,NA
600056,"2020",199475024.14,0.51,296,3.21,NA
600056,"2021",180360295.31,0.5,563,6.46,NA
600056,"2022",202571141.05,0.54,493,5.93,NA
600056,"2023",275513877.89,0.71,312,3.7,NA
600062,"2012",81995146.58,1.17,NA,NA,NA
600062,"2013",93457307.12,1.37,NA,NA,NA
600062,"2014",106385195.24,2.49,NA,NA,NA
600062,"2015",188547888.71,3.67,399,2.6,NA
600062,"2016",171641811.24,3.12,381,2.99,NA
600062,"2017",246336876.37,3.83,377,3,NA
600062,"2018",279524866.19,3.4,413,3,NA
600062,"2019",347995352.1,3.71,464,3.8,NA
600062,"2020",411119151.66,4.83,540,4.8,NA
600062,"2021",639743817.02,7.02,660,5.98,NA
600062,"2022",722402633.53,7.65,807,6.83,NA
600062,"2023",822591542.26,8.05,965,7.87,NA
600079,"2011",74491980.6,NA,NA,NA,NA
600079,"2012",212174732.79,3.99,NA,NA,NA
600079,"2013",230367281.5,3.83,NA,NA,NA
600079,"2014",333755846.89,4.73,NA,NA,NA
600079,"2015",403750046.45,4.02,671,5.44,NA
600079,"2016",502151158.3,4.07,1287,9.88,NA
600079,"2017",602515217.92,3.9,1245,8.97,NA
600079,"2018",760495990.26,4.08,1542,10.19,NA
600079,"2019",759262845.94,3.48,1678,10.68,NA
600079,"2020",936610745.05,4.6,1682,11.18,NA
600079,"2021",1054404338.81,5.16,1732,11,NA
600079,"2022",1133976652.49,5.08,1758,10.94,NA
600079,"2023",1541312551.35,6.28,1857,10.51,NA
600080,"2011",1327106.15,NA,NA,NA,404
600080,"2012",8813162.57,1.92,NA,NA,NA
600080,"2013",11001171.74,2.34,NA,NA,NA
600080,"2014",13347600.85,1.87,NA,NA,NA
600080,"2015",14017806.62,1.92,15,3.56,NA
600080,"2016",16300927.58,2.45,46,6.09,NA
600080,"2017",17047358.6,2.25,46,5.6,NA
600080,"2017",17047358.6,3.05,46,10.07,NA
600080,"2018",18120953.51,2.43,50,6.49,NA
600080,"2018",18120953.51,3.1,NA,10.44,NA
600080,"2019",21413354.13,2.84,95,12.34,NA
600080,"2020",24874235.23,3.72,93,13.76,NA
600080,"2020",24874235.23,4.23,93,18.67,NA
600080,"2021",22484077.16,4.21,96,15.82,NA
600080,"2022",21653688.71,3.74,109,18,NA
600080,"2023",NA,3.39,NA,16,NA
600080,"2023",18999060.91,3.36,84,15.19,NA
600085,"2012",42345477.11,0.56,NA,NA,12402
600085,"2013",48684984.9,0.56,NA,NA,12948
600085,"2014",60277036.48,0.62,NA,NA,NA
600085,"2015",186996943.99,1.73,691,4.68,NA
600085,"2016",202183408.68,1.67,650,4.22,NA
600085,"2017",218966430.02,1.64,591,3.63,NA
600085,"2018",233972402.54,1.65,535,3.12,NA
600085,"2019",241183217.41,1.82,501,2.72,NA
600085,"2020",258011578.2,2.01,499,2.66,NA
600085,"2021",319725654.4,2.19,510,2.68,NA
600085,"2022",366083080.17,2.38,502,2.78,NA
600085,"2023",383045446.41,2.14,508,3.03,NA
600129,"2012",18080948.43,0.27,NA,NA,NA
600129,"2013",21108234.81,0.32,NA,NA,NA
600129,"2014",23078206.26,0.33,NA,NA,NA
600129,"2015",34282753.17,0.48,305,2.48,NA
600129,"2016",53119771.93,0.68,309,2.25,NA
600129,"2017",67686388.25,0.77,316,2.21,NA
600129,"2018",121511610.9,1.14,725,5.4,NA
600129,"2019",176470491.27,1.52,744,5.6,NA
600129,"2020",126586221.99,1.13,740,5.79,NA
600129,"2021",145662042.78,1.2,732,5.87,NA
600129,"2022",161055946.44,1.15,891,7.01,NA
600129,"2023",291350151.52,1.86,943,7.49,NA
600161,"2011",72280000,NA,NA,NA,2197
600161,"2012",60047854.06,4,NA,NA,NA
600161,"2013",65935741,3.59,NA,NA,NA
600161,"2014",94970687.66,5.2,NA,NA,NA
600161,"2015",111879722.82,6.91,193,7,NA
600161,"2016",142546419.66,6.8,162,6.11,NA
600161,"2017",72786064.95,4.12,95,5.96,NA
600161,"2018",105363479.87,3.59,153,4.79,NA
600161,"2019",156321550.77,4.76,158,4.63,NA
600161,"2020",238357715.83,6.92,233,6.49,NA
600161,"2021",322059434.95,7.83,281,7.1,NA
600161,"2022",280247355.71,6.58,364,8,NA
600161,"2023",261289396.05,5.04,353,7.3,NA
600195,"2012",99339455.91,3.2,NA,NA,NA
600195,"2013",82752455.5,2.27,NA,NA,NA
600195,"2014",129668831.57,3.21,NA,NA,NA
600195,"2015",309346012.94,7.31,556,12.93,NA
600195,"2016",231786308.92,5.83,593,13.57,NA
600195,"2017",177984055.89,4.37,607,14.02,NA
600195,"2018",280832771.1,6.33,623,14.71,NA
600195,"2019",263061339.17,6.39,724,17.57,NA
600195,"2020",228766287.06,4.58,696,16.38,NA
600195,"2021",195020502.83,3.68,547,13,NA
600195,"2022",186357574.6,3.16,437,11,NA
600195,"2023",204974225.79,3.79,479,11,NA
600196,"2011",3.1e+08,NA,NA,NA,13192
600196,"2012",369890000,5.04,NA,NA,NA
600196,"2013",504684000,5.05,NA,NA,NA
600196,"2014",684610400,5.69,NA,NA,NA
600196,"2015",830203300,6.6,887,4.94,NA
600196,"2016",1106117800,7.6,986,5.05,NA
600196,"2017",1529291700,8.3,3796,13.16,NA
600196,"2018",2506835500,10.1,4464,15.8,NA
600196,"2019",3.463e+09,12.12,2147,6.84,NA
600196,"2020",4.003e+09,13.21,2258,7,NA
600196,"2021",4.975e+09,12.75,2849,7.85,NA
600196,"2022",5.885e+09,13.39,3646,9.5,NA
600196,"2023",5.937e+09,14.34,3491,8.65,NA
600200,"2011",19056760.73,NA,NA,NA,1243
600200,"2012",23423715.05,0.63,NA,NA,NA
600200,"2013",14144189.71,0.36,NA,NA,NA
600200,"2014",19403349.31,0.63,NA,NA,NA
600200,"2015",14647587.61,0.5,107,8.03,NA
600200,"2016",26260000,0.66,169,8.8,NA
600200,"2017",49434700,1.67,182,9.87,NA
600200,"2018",40414843.77,2.38,197,11,NA
600200,"2019",49701410.69,2.36,178,14.08,NA
600200,"2020",26761866.04,1.43,104,7.87,NA
600200,"2021",36028323.06,2.03,104,9.75,NA
600200,"2022",50345888.79,2.48,110,10,NA
600200,"2023",54637455.12,2.44,123,11.7,NA
600201,"2011",23176313.83,NA,NA,NA,843
600201,"2012",19008853.86,3.42,NA,NA,NA
600201,"2013",26356105.75,3.93,NA,NA,NA
600201,"2014",27946823.51,2.63,NA,NA,NA
600201,"2015",70149646.51,5.63,93,8.79,NA
600201,"2016",91588525.08,6.04,66,5.78,NA
600201,"2017",172553735.9,9.08,79,6.5,NA
600201,"2018",167417541.28,8.83,210,13.89,NA
600201,"2019",153072165.37,13.58,260,18.22,NA
600201,"2020",206997240.33,13.09,269,18.63,NA
600201,"2021",267233676.59,15.04,339,21.46,NA
600201,"2022",203388773.72,13.3,330,20.4,NA
600201,"2023",229909528.5,14.39,362,22,NA
600211,"2012",2422256.12,0.2,NA,NA,NA
600211,"2013",4171885.58,0.3,NA,NA,NA
600211,"2014",4357920.63,0.26,NA,NA,NA
600211,"2015",4259046.32,0.31,16,0.04,NA
600211,"2016",7802548.83,0.98,22,4.6,NA
600211,"2017",6617283.42,0.72,24,5.16,NA
600211,"2018",10211158.6,0.99,25,5.36,NA
600211,"2019",14602600.99,1.16,46,9.66,NA
600211,"2020",9560730.79,0.7,46,9.66,NA
600211,"2021",84684823.43,3.96,68,9.28,NA
600211,"2022",44577905.88,1.74,37,6,NA
600211,"2023",17389358.24,0.55,50,8.32,NA
600216,"2011",171305112.91,NA,NA,NA,4666
600216,"2012",201445894.61,3.83,NA,NA,NA
600216,"2013",192007685.72,3.89,NA,NA,NA
600216,"2014",215679137.62,4.46,NA,NA,NA
600216,"2015",180576326.69,4.02,860,13.75,NA
600216,"2016",217780375.31,4.13,996,15.13,NA
600216,"2017",257545760.49,4.52,1002,14.43,NA
600216,"2018",321556410.38,4.69,1023,14.83,NA
600216,"2019",450424835.63,6.39,1078,16.8,NA
600216,"2020",546091345.82,7.45,1106,18.95,NA
600216,"2021",806858993.14,8.84,981,16.62,NA
600216,"2022",809279317.22,9.97,991,15.96,NA
600216,"2023",860072434.06,11.03,866,13.91,NA
600222,"2011",6578597.11,NA,NA,NA,1237
600222,"2012",10867143.35,1,NA,NA,NA
600222,"2013",12171168.37,0.93,NA,NA,NA
600222,"2014",22617130.82,1.8,NA,NA,NA
600222,"2015",16306818.4,1.6,197,15,NA
600222,"2016",39559616.78,4.15,222,15,NA
600222,"2017",43552885.49,3.73,233,13.91,NA
600222,"2018",41210570.55,3.45,431,23.72,NA
600222,"2019",59557237.49,4.54,490,22.6,NA
600222,"2020",63803884.08,4.5,339,17.31,NA
600222,"2021",56919933.86,3.55,473,21.41,NA
600222,"2022",124726111.43,6.36,832,31.3,NA
600222,"2023",132753193.15,6.41,772,32.81,NA
600226,"2011",43614200,NA,NA,NA,1570
600226,"2012",34232478.31,2.07,NA,NA,NA
600226,"2013",26046690.19,1.62,NA,NA,NA
600226,"2014",35576144.02,2.65,NA,NA,NA
600226,"2015",31079658.93,3.08,196,8.79,NA
600226,"2016",31689810.57,3.15,193,9.37,NA
600226,"2017",55604110.61,4.22,257,18.38,NA
600226,"2018",105958920.21,10.79,209,20.37,NA
600226,"2019",49987882.48,6.21,208,22.78,NA
600226,"2020",176761402.84,31.81,69,11.29,NA
600226,"2021",19556095.55,2.87,53,9.36,NA
600226,"2022",13156334.23,2.19,50,9.84,NA
600226,"2023",17541740.41,2.71,47,5.77,NA
600227,"2014",4553860,0.14,NA,NA,NA
600227,"2015",8204732.89,0.3,117,7.27,NA
600227,"2016",28792100.3,1.01,123,4.6,NA
600227,"2017",28262634.81,1.67,104,6.08,NA
600227,"2018",55148999.15,2.27,113,9.08,NA
600227,"2019",77740096.17,3.84,141,11.39,NA
600227,"2020",91489980.14,4.75,148,12.2,NA
600227,"2021",97907255.58,4.49,148,12.63,NA
600227,"2022",97195156.52,3.86,186,12.49,NA
600227,"2023",103989235.75,4.63,104,5.5,NA
600252,"2011",12503513.21,NA,NA,NA,2408
600252,"2012",54546909.28,2.8,NA,NA,NA
600252,"2013",74185625.42,1.86,NA,NA,NA
600252,"2014",77418420.66,2.41,NA,NA,NA
600252,"2015",48167374.9,3.59,60,2.41,NA
600252,"2016",62347834.78,3.73,55,2.5,NA
600252,"2017",46941914.25,2.29,54,2.44,NA
600252,"2018",44744887.77,1.36,65,2.67,NA
600252,"2019",63965530.79,1.68,156,6.32,NA
600252,"2020",98011072.52,2.67,379,9.49,NA
600252,"2021",215436698.5,6.81,405,11.73,NA
600252,"2022",156369907.54,5.76,423,12.61,NA
600252,"2023",167415987.69,5.41,361,12.51,NA
600253,"2012",26663334.38,0.82,NA,NA,NA
600267,"2011",2.02e+08,9.2,NA,NA,3867
600267,"2012",346343108.15,5.97,NA,NA,NA
600267,"2013",479945759.58,5.58,NA,NA,NA
600267,"2014",558030813.91,5.53,NA,NA,NA
600267,"2015",827912387.08,9.44,1131,12.17,NA
600267,"2016",775039628.05,7.96,1048,11.1,NA
600267,"2017",844193229.72,7.99,1127,11.87,NA
600267,"2018",1033912700,10.15,1180,11.95,NA
600267,"2019",813581001.58,7.35,684,8.47,NA
600267,"2020",459088460.04,4.04,620,7.34,NA
600267,"2021",440326604.79,3.63,526,6.35,NA
600267,"2022",442222181.3,3.67,496,5.96,NA
600267,"2023",393644738.06,3.79,506,6.28,NA
600276,"2011",4e+08,9,NA,NA,5122
600276,"2012",535013772.17,9.84,NA,NA,NA
600276,"2013",563129352.54,9.08,NA,NA,NA
600276,"2014",651984340.09,8.75,NA,NA,NA
600276,"2015",891673656.76,9.57,1693,16.6,NA
600276,"2016",1184348307.16,10.68,2142,16.93,NA
600276,"2017",1759131107.89,12.71,2167,14.58,NA
600276,"2018",2670480550.84,15.33,3116,14.83,NA
600276,"2019",3896335998.91,16.73,3442,14.09,NA
600276,"2020",4988958232.35,17.99,4721,16.33,NA
600276,"2021",6203288327.17,23.95,5478,22.4,NA
600276,"2022",6345561313.78,29.83,5015,24.3,NA
600276,"2023",6150007119.05,26.95,5110,26.1,NA
600285,"2012",26338367.26,4.68,NA,NA,NA
600285,"2013",28443437.18,4.14,NA,NA,NA
600285,"2014",29782612.93,3.6,NA,NA,NA
600285,"2015",44518302.61,4.16,265,13.7,NA
600285,"2016",48730262.7,3.39,308,14.06,NA
600285,"2017",60771301.33,3.29,358,14.7,NA
600285,"2018",62689760.34,3.05,399,17.21,NA
600285,"2019",80752236.46,3.74,403,15.4,NA
600285,"2020",84868050.71,3.64,360,13.82,NA
600285,"2021",87801538.63,3.26,240,19.3,NA
600285,"2022",113880291.15,3.79,246,20.25,NA
600285,"2023",106976818.37,3.23,210,17.13,NA
600297,"2012",3923898.72,0.52,NA,NA,NA
600297,"2013",2805789.96,0.66,NA,NA,NA
600297,"2014",6134328.39,1.65,NA,NA,NA
600297,"2015",60021378.01,0.06,91,0.24,NA
600297,"2016",77854995.98,0.06,83,0.16,NA
600297,"2017",60872198.54,0.04,65,0.13,NA
600297,"2018",9526348.2,0.01,62,0.12,NA
600299,"2011",55360063.62,NA,574,NA,10027
600299,"2012",72431675.23,0.8,NA,NA,NA
600299,"2013",64333723.09,0.78,NA,NA,NA
600299,"2014",85484983.24,0.9,NA,NA,NA
600299,"2015",198558707,1.31,126,7,NA
600299,"2016",245649340,2.3,145,7,NA
600299,"2017",300228195,2.9,181,9,NA
600299,"2018",402731508,3.53,179,8,NA
600299,"2019",353844079,3.18,184,8,NA
600299,"2020",367449915,3.09,204,9,NA
600299,"2021",405633246,3.15,210,9,NA
600299,"2022",470034898,3.24,211,8,NA
600299,"2023",518242447,3.93,288,11,NA
600329,"2012",87127000,1.7,NA,NA,NA
600329,"2013",94459000,3.97,NA,NA,NA
600329,"2014",104758000,1.48,NA,NA,NA
600329,"2015",93158200,1.32,310,12.3,NA
600329,"2016",95655400,1.55,307,6.91,NA
600329,"2017",95695000,1.68,486,10.97,NA
600329,"2018",128831100,2.03,543,11.7,NA
600329,"2019",139756600,2,695,14.72,NA
600329,"2020",126492800,1.92,705,14.57,NA
600329,"2021",146770700,2.12,98,2,NA
600329,"2022",150624000,1.83,100,2,NA
600329,"2023",184652300,2.25,101,2.19,NA
600332,"2012",86574000,1.05,NA,NA,NA
600332,"2013",282195000,1.6,NA,NA,NA
600332,"2014",279286000,1.49,NA,NA,NA
600332,"2015",315736000,3.64,NA,NA,NA
600332,"2016",330368000,1.65,674,3.02,NA
600332,"2017",373288000,1.78,699,3.18,NA
600332,"2018",585497705,1.39,709,3.07,NA
600332,"2019",591786000,0.91,586,2.27,NA
600332,"2020",618859000,1,556,2.21,NA
600332,"2021",879109000,1.27,520,2.04,NA
600332,"2022",1064624000,1.5,491,2,NA
600332,"2023",852193000,1.13,535,1.91,NA
600351,"2011",35812795.74,NA,NA,NA,3986
600351,"2012",41880584.71,3.31,NA,NA,NA
600351,"2013",64870991.59,3.99,NA,NA,NA
600351,"2014",77345162.94,4.09,NA,NA,NA
600351,"2015",108754190.58,5.26,410,6.76,NA
600351,"2016",147856386.21,8.19,462,8.19,NA
600351,"2017",181903629.45,7.11,547,9.53,NA
600351,"2018",125236868.99,4.29,615,11.23,NA
600351,"2019",165588224.45,5.44,154,2.75,NA
600351,"2020",175158261.97,6.73,139,3,NA
600351,"2021",208065122.25,7.53,357,7.5,NA
600351,"2022",174650405.79,6.43,352,8,NA
600351,"2023",157594563.06,5.42,330,8,NA
600380,"2011",97845671.74,NA,NA,NA,NA
600380,"2012",301914900,5.16,NA,NA,NA
600380,"2013",319215500,5.13,NA,NA,NA
600380,"2014",386695700,5.21,NA,NA,NA
600380,"2015",495584000,5.73,600,6.64,NA
600380,"2016",608638900,6.26,718,7.61,NA
600380,"2017",704577277.53,6.54,1008,10.18,NA
600380,"2018",853581083.48,7.62,1160,10.97,NA
600380,"2019",1066026293.26,8.9,1177,9.27,NA
600380,"2020",1260526659.94,9.32,1557,12.49,NA
600380,"2021",1849815579.59,11.63,1615,12.2,NA
600380,"2022",1758662010.92,10.26,1717,12.2,NA
600380,"2023",1631857415.9,9.8,1740,12.11,NA
600385,"2019",992348.45,1.38,7,2.69,NA
600385,"2020",1049913.5,2.14,8,3.27,NA
600385,"2021",1048605.51,1.72,6,2.69,NA
600420,"2012",58487488.92,2.91,NA,NA,NA
600420,"2013",74620704.36,3.18,NA,NA,NA
600420,"2014",94673593.33,3.44,NA,NA,NA
600420,"2015",118301749,4.41,314,5.51,NA
600420,"2016",365289758.82,4,406,4.11,NA
600420,"2017",337838198.71,3.97,908,6.37,NA
600420,"2018",400805534.15,3.54,942,7.6,NA
600420,"2019",406820448.95,3.33,1111,8.47,NA
600420,"2020",482153621.47,3.84,1129,8.72,NA
600420,"2021",595002962.34,4.27,1096,9.18,NA
600420,"2022",615306386.58,4.75,1083,9.43,NA
600420,"2023",694671246.74,5.76,1165,10.04,NA
600421,"2019",1021816.68,NA,NA,NA,NA
600421,"2020",6783873.17,4.84,31,11.07,NA
600421,"2021",5976361.29,4.58,33,12.31,NA
600421,"2022",5414004.45,4.32,24,11.11,NA
600421,"2023",5873892.98,4.81,24,22.43,NA
600422,"2011",14939847.5,NA,NA,NA,2870
600422,"2012",18947829.32,0.63,NA,NA,NA
600422,"2013",21277105.25,0.59,NA,NA,NA
600422,"2014",22388225.86,0.54,NA,NA,NA
600422,"2015",78953478.33,1.61,157,3.72,NA
600422,"2016",99195657.02,1.94,159,3.43,NA
600422,"2017",117222456.33,2,175,3.92,NA
600422,"2017",73242300,4.17,NA,NA,NA
600422,"2018",123848679.81,1.74,180,4.37,NA
600422,"2018",64229500,2.75,NA,NA,NA
600422,"2019",126814894.11,1.56,183,4.29,NA
600422,"2020",132107323.6,1.71,223,4,NA
600422,"2020",88373500,6.38,NA,NA,NA
600422,"2021",136041332.3,1.65,220,3.85,NA
600422,"2022",121741495.25,1.47,NA,NA,NA
600422,"2023",125173560.88,1.62,197,3.9,NA
600422,"2023",89351100,7.83,NA,NA,NA
600436,"2012",25741766.95,2.2,NA,NA,NA
600436,"2012",25741766.95,3.73,NA,NA,NA
600436,"2013",46991515.52,3.37,NA,NA,NA
600436,"2014",45179195.64,3.11,NA,NA,NA
600436,"2015",50448935.19,2.68,156,9.44,NA
600436,"2016",66945255.78,2.9,112,6.35,NA
600436,"2017",69904343.21,1.88,118,5.72,NA
600436,"2018",100814212.73,2.12,129,5.78,NA
600436,"2019",119432087.35,2.09,146,6.16,NA
600436,"2020",97551620.76,1.5,151,5.98,NA
600436,"2021",199510670.32,2.49,199,7.7,NA
600436,"2022",230034488.96,2.65,242,8.9,NA
600436,"2023",232354284.97,2.31,237,8.5,NA
600466,"2011",1457488.57,NA,NA,NA,988
600466,"2012",2964812.98,0.81,NA,NA,NA
600466,"2013",9107995.65,2.42,NA,NA,NA
600466,"2014",11358190.31,2.85,NA,NA,NA
600466,"2015",37496754.26,0.21,146,1.82,NA
600466,"2016",64140989.62,0.3,116,1.34,NA
600466,"2017",55943893.5,0.23,84,0.57,NA
600466,"2018",104707331.65,0.34,158,0.87,NA
600466,"2019",112364405.51,0.29,122,0.7,NA
600466,"2020",122649309.39,0.29,60,0.3,NA
600466,"2021",29104288.28,0.14,49,1.8,NA
600466,"2022",28261813.21,0.15,37,2.3,NA
600479,"2012",32981256.96,2.08,NA,NA,NA
600479,"2013",36793014.01,1.86,NA,NA,NA
600479,"2014",48229001.12,2.2,NA,NA,NA
600479,"2015",64689979.74,2.64,215,5,NA
600479,"2016",63897882.74,2.23,247,5.71,NA
600479,"2017",84016515.56,2.64,274,6.06,NA
600479,"2018",118211172.6,3.55,331,6.83,NA
600479,"2019",104990265.32,2.98,135,2.68,NA
600479,"2020",98419993.06,2.71,408,8.29,NA
600479,"2021",108706945.3,2.97,387,7.8,NA
600479,"2022",113709282.08,2.82,383,7.5,NA
600479,"2023",145046300.55,3.82,362,6.79,NA
600479,"2023",70121200,7.18,NA,NA,NA
600488,"2012",41179479.46,2.51,NA,NA,NA
600488,"2013",36111972.98,2.44,NA,NA,NA
600488,"2014",39146232.34,2.82,NA,NA,NA
600488,"2015",42152886.85,3,219,16.37,NA
600488,"2016",40965495.4,3.4,226,17.25,NA
600488,"2017",100182444.28,5.08,196,23.5,NA
600488,"2018",110334778.35,4.54,434,21.19,NA
600488,"2019",163490748.62,5.61,485,19.25,NA
600488,"2020",191358445.29,6.14,528,17.94,NA
600488,"2021",177936718.71,4.75,481,16.34,NA
600488,"2022",183185029.96,4.97,500,19.46,NA
600488,"2023",194830119.96,5.15,492,18,NA
600513,"2011",8530000,NA,NA,NA,651
600513,"2012",11300002.8,3.47,NA,NA,NA
600513,"2013",12299953.99,1.97,NA,NA,NA
600513,"2014",11249591.13,1.68,NA,NA,NA
600513,"2015",16023013.76,2.49,79,6.26,NA
600513,"2016",16826452.54,2.78,82,6.63,NA
600513,"2017",26530518.17,3.85,107,9.05,NA
600513,"2017",26530500,7.41,NA,NA,NA
600513,"2018",42932877.32,4.21,111,8.4,NA
600513,"2018",42932877.32,10.53,NA,NA,NA
600513,"2019",54554715.98,4.23,148,10.47,NA
600513,"2020",58581580.37,4.23,156,11.83,NA
600513,"2021",85006655.71,5.17,166,11.92,NA
600513,"2022",107178801.02,5.48,264,20.69,NA
600513,"2023",141355992.93,6.5,305,23.53,NA
600518,"2012",62178603.1,0.56,NA,NA,NA
600518,"2013",62019664.24,0.46,NA,NA,NA
600518,"2014",58014712.21,0.36,NA,NA,NA
600518,"2015",77003067.43,0.43,534,6.01,NA
600518,"2016",124586191.81,0.58,570,5.68,NA
600518,"2017",164485857.67,0.62,562,5.01,NA
600518,"2018",207884120.47,1.07,643,5.1,NA
600518,"2019",128274387.08,1.12,581,6.31,NA
600518,"2020",11358526.98,0.21,1133,14.55,NA
600518,"2021",9273127.07,0.22,774,12.07,NA
600518,"2022",25446503.61,0.61,687,10.78,NA
600518,"2023",45617688.46,0.94,656,14.88,NA
600521,"2011",84635458.37,NA,NA,NA,3584
600521,"2012",93316991.11,4.63,NA,NA,NA
600521,"2013",165712354.47,7.22,NA,NA,NA
600521,"2014",225179968.31,8.71,NA,NA,NA
600521,"2015",272723609.98,7.79,669,14.72,NA
600521,"2016",364048637.72,8.89,1072,20.32,NA
600521,"2017",438237738.48,8.76,1308,21.57,NA
600521,"2018",517905176.35,10.17,1375,22.13,NA
600521,"2019",547221108.38,10.16,1306,21.59,NA
600521,"2020",688122429.09,10.61,1263,18.98,NA
600521,"2021",1105641910.33,16.64,1516,21.6,NA
600521,"2022",1201907220.18,14.54,1646,21.3,NA
600521,"2023",1169606699.96,14.08,1848,22.48,NA
600530,"2012",12092734.04,3.22,NA,NA,NA
600530,"2013",11031797.6,3.09,NA,NA,NA
600530,"2014",11421757.28,3.38,NA,NA,NA
600530,"2015",11787769.51,4.68,61,10,NA
600530,"2016",11476984.1,NA,56,10,NA
600530,"2017",10392609.2,NA,57,11,NA
600530,"2018",15670404.24,6.29,60,12,NA
600530,"2019",17854979.71,5.37,51,5.5,NA
600530,"2020",12754265.59,3.83,57,11,NA
600530,"2021",11834621.51,NA,NA,NA,NA
600530,"2021",15642908.46,NA,48,5.3,NA
600530,"2022",11718148.79,3.11,59,34.71,NA
600530,"2023",5923337.55,2,58,6.2,NA
600535,"2012",187090722.17,2.01,NA,NA,NA
600535,"2013",364181113.8,3.28,NA,NA,NA
600535,"2014",366655866.28,2.92,NA,NA,NA
600535,"2015",503100308.73,3.81,912,10.96,NA
600535,"2016",439941156.83,3.15,1142,10.92,NA
600535,"2017",615695940.94,3.83,1209,12.25,NA
600535,"2018",1202101690.02,6.68,1076,11.6,NA
600535,"2019",810123491.73,4.26,1260,13.64,NA
600535,"2020",600246941.57,4.42,1295,13.95,NA
600535,"2021",761456336.32,9.58,1377,14.59,NA
600535,"2022",1015852566.94,11.82,1337,14.56,NA
600535,"2023",1315449761.13,15.17,1388,15.05,NA
600538,"2012",3205517.62,0.59,NA,NA,NA
600538,"2013",4104189.38,0.91,NA,NA,NA
600538,"2014",2117394.84,0.51,NA,NA,NA
600538,"2015",1187162.82,0.23,17,1.94,NA
600538,"2016",1913036.8,0.42,17,2.07,NA
600538,"2017",949165.98,0.22,16,1.93,NA
600538,"2018",250319.12,0.11,5,1.32,NA
600538,"2019",75572.4,0.03,1,0.003,NA
600538,"2020",50133.53,0.02,1,0.28,NA
600538,"2021",9143873.22,2.15,33,7.76,NA
600538,"2022",8379543.64,1.82,35,6.99,NA
600538,"2023",12759636.7,3.46,22,4.75,NA
600556,"2019",53219196,2.69,146,17.57,NA
600556,"2020",84807643.47,2.77,301,22.31,NA
600556,"2021",135439338.6,3,532,28.22,NA
600556,"2022",178879231.68,4.33,331,19.67,NA
600556,"2023",108866759.44,2.59,205,15.25,NA
600557,"2012",204244209.56,10.73,NA,NA,NA
600557,"2013",253806753.11,11.38,NA,NA,NA
600557,"2014",238925453.24,9.32,NA,NA,NA
600557,"2015",355185483.71,12.59,337,5.95,NA
600557,"2016",361829740.34,12.06,384,6.71,NA
600557,"2017",258002398.14,7.88,294,5.05,NA
